date_time,T_room,P_room,CO2_raw,corr_int,corr_slope,temp,CO2_scaled,flow_rate,dTdt,fraction,ug_frac,ug_sum
10:06:39 AM,30.22,100.406,4.7,0,1,150.014502,4.7,35,4.03299,1,89.34873,89.34873
10:06:40 AM,30.22,100.406,5.1,0,1,150.096927,5.1,35,4.089145,1,89.350118,89.350118
10:06:40 AM,30.22,100.406,4.7,0,1,150.126769,4.7,35,4.089145,0,0,0
10:06:41 AM,30.22,100.407,4.6,0,1,150.135534,4.6,35,4.052579,1,0.000957,0.000957
10:06:42 AM,30.22,100.407,4.9,0,1,150.182906,4.9,35,4.060167,1,0.002277,0.002277
10:06:43 AM,30.221,100.407,5.2,0,1,150.27031,5.2,35,4.016561,1,0.00368,0.00368
10:06:44 AM,30.221,100.407,5.2,0,1,150.283579,5.2,35,3.948444,1,0.005074,0.005074
10:06:45 AM,30.221,100.407,4.9,0,1,150.367903,4.9,35,3.95782,1,0.006481,0.006481
10:06:46 AM,30.221,100.406,5,0,1,150.494879,5,35,3.901325,1,0.007891,0.007891
10:06:47 AM,30.221,100.406,5.1,0,1,150.561211,5.1,35,3.976474,1,0.009301,0.009301
10:06:48 AM,30.221,100.406,4.6,0,1,150.607172,4.6,35,3.872315,1,0.010659,0.010659
10:06:49 AM,30.221,100.407,4.7,0,1,150.732496,4.7,35,3.877198,1,0.011961,0.011961
10:06:50 AM,30.221,100.406,5,0,1,150.759506,5,35,3.883632,1,0.013312,0.013312
10:06:51 AM,30.221,100.406,4.9,0,1,150.799547,4.9,35,3.799872,1,0.014719,0.014719
10:06:52 AM,30.221,100.407,4.7,0,1,150.926299,4.7,35,3.821425,1,0.0161,0.0161
10:06:53 AM,30.221,100.406,4.6,0,1,150.985542,4.6,35,3.816477,1,0.017374,0.017374
10:06:54 AM,30.221,100.406,4.2,0,1,151.094769,4.2,35,3.829981,1,0.01858,0.01858
10:06:55 AM,30.221,100.406,4.1,0,1,151.130551,4.1,35,3.752855,1,0.01976,0.01976
10:06:56 AM,30.221,100.406,4.1,0,1,151.119654,4.1,35,3.80098,1,0.020911,0.020911
10:06:57 AM,30.221,100.406,4.1,0,1,151.285758,4.1,35,3.877243,1,0.022047,0.022047
10:06:58 AM,30.221,100.406,3.9,0,1,151.266802,3.9,35,3.90069,1,0.023156,0.023156
10:06:59 AM,30.221,100.406,4,0,1,151.344054,4,35,4.004345,1,0.024266,0.024266
10:07:00 AM,30.221,100.406,3.9,0,1,151.459936,3.9,35,4.012784,1,0.02537,0.02537
10:07:01 AM,30.222,100.406,3.5,0,1,151.495014,3.5,35,4.051696,1,0.026433,0.026433
10:07:02 AM,30.222,100.405,3.7,0,1,151.570852,3.7,35,4.13246,1,0.027433,0.027433
10:07:03 AM,30.222,100.405,4.1,0,1,151.54763,4.1,35,4.163429,1,0.028518,0.028518
10:07:04 AM,30.222,100.406,3.4,0,1,151.729173,3.4,35,4.203179,1,0.029572,0.029572
10:07:05 AM,30.222,100.406,3.4,0,1,151.686989,3.4,35,4.114264,1,0.030521,0.030521
10:07:06 AM,30.222,100.406,3.2,0,1,151.753819,3.2,35,4.065182,1,0.031434,0.031434
10:07:07 AM,30.222,100.406,4.1,0,1,151.812833,4.1,35,4.08471,1,0.032398,0.032398
10:07:08 AM,30.222,100.407,3.9,0,1,151.861194,3.9,35,3.898663,1,0.033524,0.033524
10:07:09 AM,30.222,100.407,3.9,0,1,151.937753,3.9,35,3.994791,1,0.034629,0.034629
10:07:10 AM,30.222,100.406,4,0,1,151.992265,4,35,4.046588,1,0.035726,0.035726
10:07:11 AM,30.222,100.406,4,0,1,151.959558,4,35,3.943404,1,0.036845,0.036845
