date_time,CO2_scaled,temp
4:45:29 PM,14.1625,100.132607
4:45:30 PM,14.2875,100.307204
4:45:31 PM,14.5125,100.426457
4:45:32 PM,14.4125,100.54295
4:45:33 PM,14.7375,100.699126
4:45:34 PM,14.8625,100.825319
4:45:35 PM,15.1,100.977129
4:45:36 PM,15.2375,101.082348
4:45:37 PM,15.725,101.196566
4:45:38 PM,15.725,101.386946
4:45:39 PM,15.975,101.377023
4:45:40 PM,15.925,101.551725
4:45:41 PM,16.25,101.700823
4:45:42 PM,16.7125,101.809772
4:45:43 PM,17.0375,101.891944
4:45:44 PM,16.85,102.090006
4:45:45 PM,16.6125,102.227829
4:45:46 PM,16.475,102.33242
4:45:47 PM,16.85,102.487347
4:45:48 PM,16.85,102.637205
4:45:49 PM,16.875,102.703249
4:45:50 PM,16.9875,102.875063
4:45:51 PM,17.3125,103.0783
4:45:52 PM,17.425,103.140204
4:45:53 PM,17.65,103.21712
4:45:54 PM,17.775,103.330765
4:45:55 PM,17.8625,103.53105
4:45:56 PM,18.2625,103.620692
4:45:57 PM,18.2625,103.755848
4:45:58 PM,18.325,103.906496
4:45:59 PM,18.325,104.003318
4:46:00 PM,18.0625,104.089277
4:46:01 PM,18.2125,104.269763
4:46:02 PM,18.3125,104.368679
4:46:03 PM,18.6625,104.545729
4:46:04 PM,18.6875,104.656677
4:46:05 PM,18.65,104.815254
4:46:06 PM,18.8,104.892239
4:46:07 PM,19.0625,105.002279
4:46:08 PM,18.6,105.173145
4:46:09 PM,18.525,105.291993
4:46:10 PM,18.5125,105.383793
4:46:11 PM,18.575,105.508205
4:46:12 PM,18.6625,105.617132
4:46:13 PM,18.8,105.754278
4:46:14 PM,18.9125,105.919425
4:46:15 PM,19.475,106.012641
4:46:16 PM,19.5375,106.142418
4:46:17 PM,19.7875,106.261095
4:46:18 PM,20,106.41287
4:46:19 PM,20,106.568122
4:46:20 PM,19.7625,106.68312
4:46:21 PM,19.625,106.783093
4:46:22 PM,19.0875,106.878436
4:46:23 PM,18.975,106.953883
4:46:24 PM,18.9375,107.209636
4:46:25 PM,19.0375,107.142051
4:46:26 PM,19.3375,107.339264
4:46:27 PM,19.425,107.454544
4:46:28 PM,19.3,107.61058
4:46:29 PM,19.45,107.771726
4:46:30 PM,19.7,107.858554
4:46:31 PM,19.9375,108.038704
4:46:32 PM,19.85,108.147778
4:46:33 PM,19.875,108.239026
4:46:34 PM,19.3625,108.34672
4:46:35 PM,19.3,108.475038
4:46:36 PM,19.3375,108.551247
4:46:37 PM,19.375,108.750693
4:46:38 PM,19.3375,108.861891
4:46:39 PM,19.3125,108.900584
4:46:40 PM,19.525,109.089411
4:46:41 PM,19.6875,109.244657
4:46:42 PM,19.5875,109.304677
4:46:43 PM,19.5875,109.379527
4:46:44 PM,19.15,109.543609
4:46:45 PM,18.8125,109.66784
4:46:46 PM,18.775,109.81085
4:46:47 PM,19.225,109.890821
4:46:48 PM,18.8375,110.099228
4:46:49 PM,18.4875,110.137713
4:46:50 PM,18.725,110.295371
4:46:51 PM,18.7625,110.32389
4:46:52 PM,18.6625,110.518666
4:46:53 PM,18.8375,110.657805
4:46:54 PM,18.9125,110.716941
4:46:55 PM,18.725,110.859111
4:46:56 PM,18.675,110.908283
4:46:57 PM,18.8125,111.154381
4:46:58 PM,18.55,111.265966
4:46:59 PM,18.125,111.384975
4:47:00 PM,17.75,111.431377
4:47:01 PM,17.475,111.612121
4:47:02 PM,17.275,111.686139
4:47:03 PM,16.9625,111.835348
4:47:04 PM,16.8,111.891976
4:47:05 PM,16.75,112.086224
4:47:06 PM,16.725,112.195544
4:47:07 PM,16.9375,112.314156
4:47:08 PM,16.8875,112.433237
4:47:09 PM,17.0375,112.546755
4:47:10 PM,17.625,112.679788
4:47:11 PM,17.9625,112.763369
4:47:12 PM,17.775,112.901058
4:47:13 PM,17.8125,113.042471
4:47:14 PM,17.6875,113.149762
4:47:15 PM,17.325,113.278425
4:47:16 PM,17.6625,113.359252
4:47:17 PM,17.425,113.525792
4:47:18 PM,17.2125,113.642166
4:47:19 PM,16.725,113.730215
4:47:20 PM,16.4125,113.833825
4:47:21 PM,16.3625,113.990185
4:47:22 PM,16.15,114.027594
4:47:23 PM,16.15,114.214882
4:47:24 PM,16.3625,114.247881
4:47:25 PM,16.0375,114.473767
4:47:26 PM,15.8625,114.543957
4:47:27 PM,15.9375,114.676668
4:47:28 PM,16.0125,114.724786
4:47:29 PM,16.1375,114.885646
4:47:30 PM,16.225,114.988628
4:47:31 PM,16.125,115.111617
4:47:32 PM,15.925,115.206248
4:47:33 PM,15.9,115.363424
4:47:34 PM,15.9375,115.405748
4:47:35 PM,15.8375,115.552485
4:47:36 PM,15.6125,115.706207
4:47:37 PM,15.3875,115.785751
4:47:38 PM,15.275,115.918101
4:47:39 PM,15.3,116.06534
4:47:40 PM,15.5375,116.165841
4:47:41 PM,15.4875,116.27309
4:47:42 PM,15.45,116.346839
4:47:43 PM,15.5125,116.542287
4:47:44 PM,15.35,116.582311
4:47:45 PM,14.8625,116.741484
4:47:46 PM,14.9,116.856678
4:47:47 PM,14.95,116.952567
4:47:48 PM,14.6875,117.107809
4:47:49 PM,14.5375,117.224901
4:47:50 PM,14.475,117.304279
4:47:51 PM,14.5,117.396701
4:47:52 PM,14.675,117.479814
4:47:53 PM,14.6875,117.684004
4:47:54 PM,14.625,117.772716
4:47:55 PM,14.5375,117.815797
4:47:56 PM,14.4875,117.959011
4:47:57 PM,14.325,118.035867
4:47:58 PM,13.9,118.187716
4:47:59 PM,13.725,118.274361
4:48:00 PM,13.6625,118.402707
4:48:01 PM,13.6,118.427866
4:48:02 PM,13.5625,118.586974
4:48:03 PM,13.3875,118.734444
4:48:04 PM,13.3125,118.897311
4:48:05 PM,13.1375,118.889388
4:48:06 PM,13.0875,119.065783
