date_time,CO2_scaled,temp
2:56:30 PM,3.9875,100.104103
2:56:31 PM,3.975,100.194981
2:56:32 PM,3.95,100.225004
2:56:33 PM,3.8375,100.380882
2:56:34 PM,3.8875,100.446434
2:56:35 PM,3.9,100.513778
2:56:36 PM,3.95,100.628634
2:56:37 PM,3.675,100.681933
2:56:38 PM,3.675,100.81457
2:56:39 PM,3.9875,100.858647
2:56:40 PM,3.8125,100.978344
2:56:41 PM,4.025,100.99267
2:56:42 PM,4.15,101.014163
2:56:43 PM,4.45,101.121475
2:56:44 PM,4.15,101.32495
2:56:45 PM,4.05,101.32013
2:56:46 PM,4.1125,101.438475
2:56:47 PM,4.125,101.489042
2:56:48 PM,4.1625,101.564273
2:56:49 PM,4.425,101.640882
2:56:50 PM,4.2875,101.704131
2:56:51 PM,4.05,101.870321
2:56:52 PM,4.3375,101.907532
2:56:53 PM,4.475,101.949287
2:56:54 PM,4.575,102.053615
2:56:55 PM,4.7375,102.163046
2:56:56 PM,4.4125,102.263662
2:56:57 PM,4.55,102.325551
2:56:58 PM,4.4875,102.418594
2:56:59 PM,4.525,102.498272
2:57:00 PM,4.6625,102.571475
2:57:01 PM,4.55,102.698719
2:57:02 PM,4.5125,102.721328
2:57:03 PM,4.475,102.854785
2:57:04 PM,4.325,102.904702
2:57:05 PM,4.575,102.92662
2:57:06 PM,4.875,103.046032
2:57:07 PM,4.65,103.158274
2:57:08 PM,4.275,103.261284
2:57:09 PM,4.2625,103.314654
2:57:10 PM,3.7625,103.406366
2:57:11 PM,3.6875,103.51008
2:57:12 PM,3.8375,103.547042
2:57:13 PM,4.0625,103.697658
2:57:14 PM,3.8,103.768147
2:57:15 PM,3.6625,103.812012
2:57:16 PM,3.5375,103.842083
2:57:17 PM,3.5875,104.004037
2:57:18 PM,3.975,104.121852
2:57:19 PM,3.9125,104.19608
2:57:20 PM,4.225,104.227262
2:57:21 PM,4.3,104.409114
2:57:22 PM,4.275,104.405667
2:57:23 PM,4.3,104.497432
2:57:24 PM,4.0625,104.552905
2:57:25 PM,4,104.658745
2:57:26 PM,3.9375,104.743622
2:57:27 PM,3.7625,104.809726
2:57:28 PM,3.7,104.907029
2:57:29 PM,3.7125,104.987497
2:57:30 PM,3.725,104.985427
2:57:31 PM,3.775,105.169423
2:57:32 PM,3.675,105.151894
2:57:33 PM,3.35,105.288557
2:57:34 PM,3.3,105.373872
2:57:35 PM,3.2,105.501025
2:57:36 PM,3.825,105.507512
2:57:37 PM,3.9,105.62501
2:57:38 PM,4.125,105.681895
2:57:39 PM,3.7875,105.78573
2:57:40 PM,3.6,105.95917
2:57:41 PM,3.6875,105.980026
2:57:42 PM,3.6875,106.047555
2:57:43 PM,3.9,106.166469
2:57:44 PM,4.475,106.285385
2:57:45 PM,4.8,106.359422
2:57:46 PM,4.3,106.434147
2:57:47 PM,4.2625,106.515094
2:57:48 PM,4.35,106.589414
2:57:49 PM,4.7125,106.718027
2:57:50 PM,4.7375,106.797191
2:57:51 PM,4.5625,106.8747
2:57:52 PM,4.3875,106.919884
2:57:53 PM,4.1125,107.080437
2:57:54 PM,4.325,107.155193
2:57:55 PM,3.9625,107.319089
2:57:56 PM,3.9,107.342029
2:57:57 PM,4.25,107.490598
2:57:58 PM,4.2125,107.522802
2:57:59 PM,4.025,107.620934
2:58:00 PM,4.1375,107.690875
2:58:01 PM,4.075,107.770498
2:58:02 PM,3.9375,107.896014
2:58:03 PM,4.375,107.954352
2:58:04 PM,4.6125,108.035641
2:58:05 PM,4.5,108.222979
2:58:06 PM,4.375,108.164634
2:58:07 PM,4.1125,108.359868
2:58:08 PM,4.2375,108.399691
2:58:09 PM,3.9625,108.489577
2:58:10 PM,4,108.544476
2:58:11 PM,3.975,108.649853
2:58:12 PM,3.9,108.703376
2:58:13 PM,3.6625,108.820107
2:58:14 PM,3.7375,108.910011
2:58:15 PM,3.6625,109.001993
2:58:16 PM,3.5625,109.00919
2:58:17 PM,3.375,109.149591
2:58:18 PM,3.55,109.186666
2:58:19 PM,3.8625,109.318507
2:58:20 PM,4.0875,109.440397
2:58:21 PM,4.2,109.494633
