date_time,CO2_scaled,temp
1:53:34 PM,2.2125,100.845016
1:53:35 PM,2.4125,101.951372
1:53:36 PM,2.525,103.059006
1:53:37 PM,2.625,104.290884
1:53:38 PM,2.3,105.407403
1:53:39 PM,2.35,106.618835
1:53:40 PM,2.3375,107.729846
1:53:41 PM,2.4875,108.851507
1:53:42 PM,2.475,109.879728
1:53:43 PM,2.625,110.867676
1:53:44 PM,2.6875,111.828642
1:53:45 PM,2.6375,112.754051
1:53:46 PM,2.2875,113.469617
1:53:47 PM,2.125,114.273667
1:53:48 PM,1.7875,114.926533
1:53:49 PM,2.025,115.650611
1:53:50 PM,2.175,116.240239
1:53:51 PM,2.6125,116.85007
1:53:52 PM,2.85,117.279352
1:53:53 PM,2.975,117.784319
1:53:54 PM,3.175,118.216293
1:53:55 PM,3.35,118.682195
1:53:56 PM,3.3625,119.01979
1:53:57 PM,3.5375,119.385427
1:53:58 PM,3.225,119.779113
1:53:59 PM,3.225,120.08271
1:54:00 PM,2.7375,120.355981
1:54:01 PM,2.625,120.527365
1:54:02 PM,2.0125,120.78791
1:54:03 PM,2.075,121.016716
1:54:04 PM,2.4625,121.196423
1:54:05 PM,2.825,121.406614
1:54:06 PM,2.9,121.447733
1:54:07 PM,2.9375,121.690128
1:54:08 PM,3.3625,121.824612
1:54:09 PM,3.575,121.955325
1:54:10 PM,3.725,122.078795
1:54:11 PM,3.975,122.236846
1:54:12 PM,3.6125,122.309164
1:54:13 PM,3.4125,122.373843
1:54:14 PM,3.525,122.493865
1:54:15 PM,3.6125,122.503207
1:54:16 PM,3.5625,122.591433
1:54:17 PM,3.8,122.694877
1:54:18 PM,3.775,122.716339
1:54:19 PM,3.1875,122.750229
1:54:20 PM,2.875,122.841561
1:54:21 PM,2.975,122.841249
1:54:22 PM,3.2,122.851598
1:54:23 PM,3.275,122.883792
1:54:24 PM,3.4375,122.972351
1:54:25 PM,3.4625,123.007326
1:54:26 PM,3.2,123.015279
1:54:27 PM,3.325,123.02879
1:54:28 PM,3.6,123.015973
1:54:29 PM,3.3125,123.03018
1:54:30 PM,3.3375,123.084152
1:54:31 PM,3.15,122.983467
1:54:32 PM,3.325,123.067553
1:54:33 PM,3.4125,123.065467
1:54:34 PM,3.7625,123.065854
1:54:35 PM,3.8375,123.08037
1:54:36 PM,4.0375,123.016358
1:54:37 PM,4.0875,123.017053
1:54:38 PM,4.1125,123.058904
1:54:39 PM,4.175,123.062379
1:54:40 PM,4.275,123.053037
1:54:41 PM,4.425,122.998061
1:54:42 PM,4.3375,123.001843
1:54:43 PM,3.8125,123.035045
1:54:44 PM,3.625,123.011184
1:54:45 PM,4.1625,123.005316
1:54:46 PM,4.2375,122.959298
1:54:47 PM,4.1,122.899079
1:54:48 PM,3.8625,122.928494
1:54:49 PM,3.85,122.911891
1:54:50 PM,3.9125,122.848892
1:54:51 PM,3.85,122.916755
1:54:52 PM,3.5875,122.921618
1:54:53 PM,3.5,122.929574
1:54:54 PM,3.6875,122.881471
1:54:55 PM,3.425,122.85414
1:54:56 PM,3.3875,122.874215
1:54:57 PM,3.475,122.854139
1:54:58 PM,3.675,122.790831
1:54:59 PM,3.75,122.799481
1:55:00 PM,3.6875,122.784965
1:55:01 PM,3.6375,122.764199
1:55:02 PM,3.4875,122.81021
1:55:03 PM,3.6125,122.780486
1:55:04 PM,3.6875,122.710237
1:55:05 PM,3.85,122.710235
1:55:06 PM,3.5875,122.687385
1:55:07 PM,3.4125,122.754549
1:55:08 PM,3.6,122.681516
1:55:09 PM,3.9375,122.662525
1:55:10 PM,3.6375,122.554917
1:55:11 PM,3.625,122.576376
1:55:12 PM,3.925,122.557694
1:55:13 PM,3.775,122.548355
1:55:14 PM,3.8375,122.526897
1:55:15 PM,3.6375,122.493012
1:55:16 PM,3.7125,122.599227
1:55:17 PM,3.9,122.553914
1:55:18 PM,4.0375,122.507907
1:55:19 PM,4.175,122.459129
1:55:20 PM,3.9,122.460515
1:55:21 PM,3.875,122.446002
1:55:22 PM,3.8375,122.483365
1:55:23 PM,3.825,122.425937
1:55:24 PM,3.7125,122.446004
1:55:25 PM,3.85,122.466767
1:55:26 PM,3.6625,122.417986
1:55:27 PM,3.6625,122.479581
1:55:28 PM,3.475,122.428713
1:55:29 PM,3.7,122.386882
1:55:30 PM,3.9125,122.455344
1:55:31 PM,3.775,122.367508
1:55:32 PM,3.5625,122.32876
1:55:33 PM,3.375,122.396218
1:55:34 PM,3.5375,122.298659
1:55:35 PM,3.5125,122.339487
1:55:36 PM,3.7375,122.257523
1:55:37 PM,3.9125,122.302829
1:55:38 PM,4,122.312864
1:55:39 PM,4.175,122.288319
1:55:40 PM,4.1625,122.336404
1:55:41 PM,4.2,122.342268
1:55:42 PM,4.15,122.36303
1:55:43 PM,3.9625,122.278287
1:55:44 PM,3.725,122.327064
1:55:45 PM,3.475,122.331927
1:55:46 PM,3.775,122.359944
1:55:47 PM,4.2,122.410117
1:55:48 PM,4.3,122.226423
1:55:49 PM,4.5125,122.375538
1:55:50 PM,4.15,122.341962
1:55:51 PM,4,122.348909
1:55:52 PM,3.95,122.276589
1:55:53 PM,4.2,122.338875
1:55:54 PM,4.275,122.348214
1:55:55 PM,4.4875,122.348908
1:55:56 PM,4.175,122.292878
1:55:57 PM,4.025,122.30013
1:55:58 PM,3.925,122.367588
1:55:59 PM,4.175,122.353384
1:56:00 PM,4.3625,122.353077
1:56:01 PM,4.3125,122.359638
1:56:02 PM,4.275,122.414672
1:56:03 PM,4.2,122.424708
1:56:04 PM,4.1125,122.40325
1:56:05 PM,3.925,122.438522
1:56:06 PM,4.0625,122.411898
1:56:07 PM,4.0125,122.409505
1:56:08 PM,4.0125,122.398079
1:56:09 PM,4.3625,122.507375
1:56:10 PM,4.425,122.360722
1:56:11 PM,4.1625,122.431966
1:56:12 PM,3.625,122.47488
1:56:13 PM,3.55,122.452728
1:56:14 PM,3.675,122.51363
1:56:15 PM,3.55,122.510158
1:56:16 PM,3.3625,122.482135
1:56:17 PM,3.9375,122.5337
1:56:18 PM,4.025,122.466931
1:56:19 PM,4.25,122.576926
1:56:20 PM,4.2375,122.591437
1:56:21 PM,4.4125,122.591827
1:56:22 PM,4.375,122.716036
1:56:23 PM,4.1125,122.698054
1:56:24 PM,4.0375,122.708088
1:56:25 PM,3.7375,122.721598
1:56:26 PM,3.8625,122.809842
1:56:27 PM,3.575,122.808754
1:56:28 PM,3.55,122.740976
1:56:29 PM,3.4875,122.897006
1:56:30 PM,3.6,122.868283
1:56:31 PM,3.575,122.885577
1:56:32 PM,3.3375,122.910517
1:56:33 PM,3.1875,122.914992
1:56:34 PM,3.55,122.911519
1:56:35 PM,3.7125,122.989427
1:56:36 PM,3.8,122.977999
1:56:37 PM,3.75,122.964181
1:56:38 PM,3.875,123.012285
1:56:39 PM,4.1875,123.020236
1:56:40 PM,4.275,123.015369
1:56:41 PM,4.15,122.975217
1:56:42 PM,4.075,123.039922
1:56:43 PM,4.175,123.152431
1:56:44 PM,4.475,123.072123
1:56:45 PM,4.1875,123.173205
1:56:46 PM,4.05,123.161777
