date_time,CO2_scaled,temp
2:23:18 PM,3.4,100.023144
2:23:19 PM,3.4875,100.119114
2:23:20 PM,3.4375,100.268788
2:23:21 PM,3.3875,100.288617
2:23:22 PM,3.5125,100.490913
2:23:23 PM,3.3125,100.661823
2:23:24 PM,3.35,100.783852
2:23:25 PM,3.3125,100.872005
2:23:26 PM,3.3375,100.993359
2:23:27 PM,3.4875,101.121196
2:23:28 PM,3.975,101.193658
2:23:29 PM,4.1625,101.261023
2:23:30 PM,4.0875,101.45556
2:23:31 PM,3.9875,101.579016
2:23:32 PM,3.8,101.699721
2:23:33 PM,4.075,101.845378
2:23:34 PM,4.05,101.928476
2:23:35 PM,4.0875,102.035148
2:23:36 PM,4.075,102.198329
2:23:37 PM,4.2125,102.326931
2:23:38 PM,4.2375,102.420253
2:23:39 PM,4.1,102.569126
2:23:40 PM,3.9,102.667974
2:23:41 PM,3.7875,102.772336
2:23:42 PM,3.725,102.920138
2:23:43 PM,3.9,102.985495
2:23:44 PM,3.9875,103.150413
2:23:45 PM,4.15,103.338648
2:23:46 PM,4.3875,103.374919
2:23:47 PM,4.175,103.521387
2:23:48 PM,4.4125,103.651452
2:23:49 PM,4.2375,103.724007
2:23:50 PM,4.05,103.795594
2:23:51 PM,4.175,103.924576
2:23:52 PM,4.2625,104.02832
2:23:53 PM,4.075,104.245059
2:23:54 PM,4.025,104.320394
2:23:55 PM,3.95,104.438507
2:23:56 PM,3.925,104.524476
2:23:57 PM,3.75,104.681654
2:23:58 PM,3.8625,104.805588
2:23:59 PM,3.775,104.967623
2:24:00 PM,3.9625,105.027248
2:24:01 PM,3.975,105.107722
2:24:02 PM,4.15,105.224502
2:24:03 PM,4.275,105.304297
2:24:04 PM,4.425,105.520903
2:24:05 PM,4.2875,105.566743
2:24:06 PM,4.075,105.702467
2:24:07 PM,3.975,105.806305
2:24:08 PM,3.85,105.954339
2:24:09 PM,4.0125,106.009855
2:24:10 PM,3.9375,106.175032
2:24:11 PM,3.8875,106.352238
2:24:12 PM,3.5875,106.413977
2:24:13 PM,3.7,106.575047
2:24:14 PM,3.5125,106.636383
2:24:15 PM,3.55,106.712503
2:24:16 PM,3.6125,106.84693
2:24:17 PM,3.7125,107.113323
2:24:18 PM,3.925,107.107107
2:24:19 PM,3.95,107.210743
2:24:20 PM,4.125,107.352671
2:24:21 PM,4.2125,107.479266
2:24:22 PM,4.1125,107.532063
2:24:23 PM,4.075,107.715894
2:24:24 PM,4,107.809891
2:24:25 PM,3.875,107.909699
