date_time,CO2_scaled,temp
10:17:27 AM,5.35,100.745081
10:17:28 AM,5.4125,101.540215
10:17:29 AM,5.8125,102.376046
10:17:30 AM,5.8,103.073933
10:17:31 AM,5.8125,103.872745
10:17:32 AM,5.85,104.544812
10:17:33 AM,5.775,105.189753
10:17:34 AM,5.7375,105.808137
10:17:35 AM,5.725,106.321486
10:17:36 AM,5.775,106.812023
10:17:37 AM,5.6375,107.258459
10:17:38 AM,5.9625,107.761268
10:17:39 AM,6.325,108.205874
10:17:40 AM,6.5,108.576456
10:17:41 AM,6.6375,108.996903
10:17:42 AM,6.8125,109.335008
10:17:43 AM,7.125,109.681463
10:17:44 AM,7.5875,109.939987
10:17:45 AM,7.8125,110.249165
10:17:46 AM,7.8625,110.495438
10:17:47 AM,7.7,110.842115
10:17:48 AM,7.75,110.993321
10:17:49 AM,7.8875,111.22904
10:17:50 AM,8.325,111.500919
10:17:51 AM,8.4375,111.625722
10:17:52 AM,8.4125,111.813724
10:17:53 AM,8.55,112.023478
10:17:54 AM,8.9125,112.170639
10:17:55 AM,8.9,112.404136
10:17:56 AM,8.8,112.396927
10:17:57 AM,8.875,112.583335
10:17:58 AM,9.575,112.704062
10:17:59 AM,10.025,112.835862
10:18:00 AM,10.0125,112.842682
10:18:01 AM,10.275,112.916293
10:18:02 AM,9.95,113.068365
10:18:03 AM,9.9375,113.206025
10:18:04 AM,10.1375,113.351898
10:18:05 AM,10.2125,113.328178
10:18:06 AM,10.45,113.383235
10:18:07 AM,10.675,113.366328
10:18:08 AM,10.65,113.533962
10:18:09 AM,10.7,113.574885
10:18:10 AM,11.45,113.609281
10:18:11 AM,11.85,113.643386
10:18:12 AM,12.15,113.679169
10:18:13 AM,12.1,113.737001
10:18:14 AM,12.1875,113.740064
10:18:15 AM,12.375,113.784157
10:18:16 AM,12.3625,113.874019
10:18:17 AM,12.1625,113.819249
10:18:18 AM,12.275,113.915641
10:18:19 AM,12.4625,113.903975
10:18:20 AM,12.5625,113.897057
10:18:21 AM,12.5625,113.943522
10:18:22 AM,12.3125,113.930768
10:18:23 AM,12.35,113.878471
10:18:24 AM,12.4625,113.918411
10:18:25 AM,12.75,113.93423
10:18:26 AM,13.2,113.987618
10:18:27 AM,13.3875,113.961418
10:18:28 AM,13.45,113.969327
10:18:29 AM,13.4,114.002744
10:18:30 AM,13.1375,113.991374
10:18:31 AM,13.3375,113.95766
10:18:32 AM,13.725,113.998989
10:18:33 AM,13.9125,113.98485
10:18:34 AM,13.7375,113.964186
10:18:35 AM,13.5625,113.944906
10:18:36 AM,13.475,113.943923
10:18:37 AM,13.55,113.95252
