sample_ID,1,2,3,4,5,6,7,8,9,10
LaWi_sed_28-32,1.0089074209288824,0.9013281711047979,0.8352149793689826,0.765134180932311,,,,,,
LaWi_sed_68-72,1.0108832577840952,0.9438143649982701,0.8391931751699522,0.8082878062128481,0.7139253242210893,,,,,
LaWi_sed_88-92,0.9754276019345478,0.9065793969397961,0.798785838968855,0.749045041737139,0.5816165446002143,,,,,
LaWi_sed_148-152,0.7520655525599957,0.7656201563557882,0.7184992884575505,0.671793674981213,0.5717590184685164,,,,,
LaWi_sed_188-192,0.8062823552136306,0.7788123166334513,0.7146944484584963,0.6454679289641473,0.5685480143690823,,,,,
MiRi_surf_2008,0.8792778022482414,0.8215272191074808,0.7962515101302667,0.7473323548170098,0.6836427442480637,,,,,
MiRi_inter_2008,0.8702555925783538,0.8521297249283701,0.8029933865695955,0.7669344655526419,0.6864110581458399,,,,,
MiRi_deep_2008,0.860047281577199,0.8342709592350717,0.78815022093776,0.7602419524622691,0.7054679165430203,,,,,
MiRi_surf_2009,0.9880711688351348,0.9751835049777358,0.9186112189850493,0.8927840841168323,0.8574490045565158,,,,,
MiRi_deep_2009,0.9455196704842274,0.9279759544729683,0.8645328489544215,0.8222775100885942,0.7729047615539738,,,,,
MiDe_surf_2009,0.9127568726342892,0.8931774904868193,0.8503216281035985,0.8011993073154494,0.7040049967366003,,,,,
MiDe_inter_2009,0.8570231658290404,0.8630835888131142,0.8122297899398748,0.7401599904894194,0.6088727868152638,,,,,
AtRi_inter_2009,0.9612409988385598,0.9492127877340102,0.886728937791963,0.8643790750097163,0.8496269807244583,,,,,
AtDe_surf_2009,0.9107275006952016,0.8682839554771429,0.8111657839986716,0.7813045615005032,0.7011607577654102,,,,,
CoDe_ND_bulk,0.3012682673980418,0.19610363458730304,0.14907696000482437,0.1421251698142867,0.1690254114615196,,,,,
CoDe_ND_D1,0.23103743380976693,0.16520995792039558,0.13460978545451113,0.07251813840115771,0.14015294555191907,,,,,
CoDe_ND_D2,0.2648185477711654,0.2255309076056364,0.22559864143946984,0.19322125649011998,0.1445583766265949,,,,,
CoDe_ND_D3,0.2984770827566105,0.2617523968379838,0.2344008745896139,0.24906708165779567,0.30544558686253614,,,,,
CoDe_ND_D4,0.36644697512806773,0.3937614538862144,0.35067941880289794,0.13487106860355205,0.1071950843571141,,,,,
SiLa_L3_bulk,0.5375839567628529,0.526973418794626,0.46283753038266207,0.4120101143806177,0.3107860524312365,0.14599779781837738,,,,
SiLa_L3_D1,0.576035356033893,0.4850037473174325,0.4653746474845428,0.49901620980886063,0.3656299610139364,,,,,
SiLa_L3_D2,0.5521586733547952,0.4045373197104328,0.47480246091567185,0.3713990699095575,,,,,,
SiLa_L3_D3,0.474377553092265,0.49343611920909924,,,,,,,,
SiLa_L3_D4,0.6482181763505785,0.615518189196349,0.28346357760403007,0.13124606516620155,0.13884626457142712,,,,,
BaSa8_psol_1445-1446,0.38899462050750794,0.3844467989174359,0.385662809469077,0.38524788452663666,0.38392894098168284,,,,,
Bout1_psol_1820-1822,0.37246138120707284,0.36652581950645313,0.36394560482509924,0.3655673310480181,0.3662421651406867,,,,,
Bout1_peat_1818-1820,0.3554357545376504,0.3614092170805809,0.3635295394626754,0.36574538210041,0.3678696950288479,,,,,
Bout2_psol_1874-1876,0.36827415274837905,0.36193209620108807,0.3599519861699435,0.3614423624116416,0.3585097590606303,,,,,
Bout2_peat_1872-1874,0.3688356169322745,0.35826676976691735,0.3684616746602383,0.3642387301356916,0.36763506807403495,,,,,
AmRi_KS12_1-2,0.9279091298702936,0.9461653237497106,0.8729542960736606,0.8420144199524058,0.6421856407717709,,,,,
AmRi_KS12_22-23,0.9421361934169897,0.9335443441744656,0.8630185962127225,0.7861447228965093,0.5848238629422291,,,,,
AmRi_KS18_96_99,0.9057846533140446,0.8499466740496424,0.7643331681328213,0.7131100993319452,0.4585198374326932,,,,,
CaSa_soil_nat_fume,1.0077007914190186,1.0098360860597018,1.1138285638822218,1.0003793745009981,0.9271564275631082,0.8944804419215225,,,,
CaSa_soil_nat_raw,1.0611717506645797,1.069238082564402,1.0174469046848944,0.9670514578229026,,,,,,
CaSa_soil_cul_fume,0.972114194162548,1.0534197265549996,0.9015781904292488,0.9269212620453462,0.7743764888443335,0.4716094565597757,,,,
CaSa_soil_cul_raw,0.9835953457797022,1.0013268239269946,0.9088918707669486,0.8065287418436582,0.35746486707365255,,,,,
Ant_KC11_0-1,0.7913958171997584,0.7775094338203672,0.7679597879530389,0.7574966454528848,0.6946022680378857,,,,,
Ant_KC11_100-101,0.44717035446415304,0.44401718792930067,0.44212639341913973,0.43237652360399415,0.4035732117789426,,,,,
Ant_KC11_200-201,0.332793570765691,0.3220147076881512,0.3177937788854795,0.30742890758405933,0.2772611606269415,,,,,
Ant_KC11_300-301,0.28574535112439065,0.28370711357362266,0.28679525522355,0.26544464384198246,0.2170927343619804,,,,,
Ant_KC11_398-399,0.25092893152558116,0.24156770020042492,0.2155181711463364,0.20564227119660383,0.15874890265381772,,,,,
Ant_05026E_1E84-86,0.6994916407157338,0.6304611189586424,0.5240602736703724,0.39014076609599774,0.1945643308083499,,,,,
Ant_05026E_7E24-26,0.3080958120500304,0.2845614992164709,0.25406434832046243,0.1714972303241204,0.1652025248229816,,,,,
Ant_05026E_8E193-195,0.27508869120847923,0.25986509151554055,0.248988967898856,0.23567648744176975,0.16688914983560357,,,,,
CoRi_Ivo_40-60,0.5422417938014924,0.5122082183892768,0.434761253345352,0.26161415315205455,0.17400017412449767,,,,,
CoRi_DUM_40-100,0.38281635203221565,0.3370381308615936,0.2620332264587218,0.1961040069023152,0.10283785355753679,,,,,
CoRi_Itk_330-340,0.06723332303792535,0.0678263364506092,0.04039390392939514,0.022055085673480947,0.00891016547650859,,,,,
CoRi_sed_Cr-24,0.5607055272774057,0.4238942357483833,0.24198353877348613,0.17521934153992133,0.18890775761349657,,,,,
SiLa_L1_0-2,0.6417395139966883,0.6950298363865516,0.7258865174706858,0.9224731660981925,0.9083345699180349,,,,,
SiLa_L3_0-2_2,0.6252038207413991,0.5703248670065023,0.46763291169368476,0.3729972143164075,0.3170123353148569,,,,,
SiLa_L1_28-30,0.6897702903571324,0.7618567077042427,0.7453326962560064,0.8611206515068127,0.7537831988990134,,,,,
HiSo_PL4169_6,0.2781481899976729,0.2806079488054825,0.28041443015447093,0.28369357135034495,0.2850613528293053,,,,,
HiSo_PL4535_6,0.3144338503924351,0.29541441389698914,0.2836094744877204,0.28305307735005064,0.316372259665175,,,,,
HiSo_PL4800_5,0.4712054046491406,0.4357694637825108,0.4224699377672674,0.4114595831717845,0.44475540180427714,,,,,
HiSo_PL4865_5,0.8309187595049542,0.8188768509936243,0.8134666408002066,0.7917287687577915,0.7232920425696063,,,,,
