date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
11:16:05 AM,-1,0,0,0,0,0
11:23:31 AM,0,0,0,0,0,0
11:52:16 AM,1,158.4,,,0.9434,0.0027
12:01:49 PM,2,204.36,,,0.8994,0.0025
12:12:05 PM,3,143.04,,,0.8256,0.0024
12:28:30 PM,4,109.8,,,0.6957,0.0024
1:07:03 PM,5,93.12,,,0.414,0.0024
