date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
9:27:27 AM,-1,0,0,0,0,0
9:45:51 AM,0,0,0,0,0,0
10:17:33 AM,1,152.16,-30.33,0.1,0.7955,0.0022
10:29:33 AM,2,208.32,-27.74,0.1,0.7842,0.0017
10:37:30 AM,3,87.6,-26.9,0.1,0.7431,0.0029
10:43:39 AM,4,46.08,-27.75,0.1,0.6868,0.003
11:37:02 AM,5,123.36,-27.09,0.1,0.5714,0.002
