date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
4:12:57 PM,-1,0,0,0,0,0
4:24:40 PM,0,0,0,0,0,0
4:51:42 PM,1,118.8,-31.93,0.1,0.9359,0.0024
5:01:27 PM,2,163.32,-30.04,0.1,0.9162,0.002
5:26:17 PM,3,194.64,-28.13,0.1,0.7984,0.0017
6:16:47 PM,4,66.96,-25.94,0.1,0.4411,0.0024
