date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
1:31:42 PM,-1,0,0,0,0,0
1:58:20 PM,0,0,0,0,0,0
2:29:22 PM,1,600.62,-27.42,0.1,0.765,0.003
2:37:49 PM,2,690.63,-26.51,0.1,0.7505,0.0023
2:48:53 PM,3,672.59,-25.98,0.1,0.7472,0.003
3:55:14 PM,4,332.76,-26.13,0.1,0.7228,0.0027
