date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
12:18:09 PM,-1,0,0,0,0,0
12:18:09 PM,0,0,0,0,0,0
12:23:21 PM,1,665.79,-26.94,0.1,0.8009,0.0019
12:30:00 PM,2,628.67,-27.81,0.1,0.7925,0.0016
12:36:22 PM,3,693.5,-25.25,0.1,0.8038,0.0019
12:47:34 PM,4,928.43,-25.58,0.1,0.8314,0.0022
1:32:45 PM,5,318.72,-25.42,0.1,0.8793,0.0018
