date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
11:10:48 AM,-1,0,0,0,0,0
11:52:57 AM,0,0,0,0,0,0
12:24:13 PM,1,150.18,-26.22,0.1,1.0176,0.0033
12:37:24 PM,2,300.72,-27.1,0.1,1.0197,0.0025
12:50:58 PM,3,759.03,-26.13,0.1,1.0026,0.0032
1:06:36 PM,4,499.51,-25.95,0.1,1.0097,0.0027
2:34:43 PM,5,240.65,-26.87,0.1,1.0106,0.0026
