date_time,fraction,Tf,ug_frac,ug_sum,d13C,d13C_std,Fm,Fm_std
9:25:31 AM,-1,71.477204,0,0,0,0,0,0
9:25:32 AM,0,72.022972,0,0,0,0,0,0
10:09:22 AM,1,326,335.06699,335.06699,-26.4,0.1,0.7907,0.0034
10:24:39 AM,2,403,365.3442,700.41119,-25.9,0.1,0.7773,0.0017
10:36:50 AM,3,465,365.3442,1065.75539,-25.6,0.1,0.7678,0.0017
10:52:57 AM,4,547,373.41492,1439.17031,-27,0.1,0.7573,0.0035
11:53:26 AM,5,847,270.52525,1709.69556,-26.7,0.1,0.6939,0.0044
