date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
1:16:03 PM,-1,0,0,0,0,0
1:31:42 PM,0,0,0,0,0,0
2:14:34 PM,1,63,-34.05,0.1,1.1353,0.0059
2:24:00 PM,2,65,-32.79,0.1,1.1531,0.0042
2:29:33 PM,3,63,-31.77,0.1,1.1793,0.0049
2:33:25 PM,4,112,-29.84,0.1,1.2137,0.0025
3:07:51 PM,5,59,-28.7,0.1,1.1992,0.0041
