date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
1:36:27 PM,-1,0,0,0,0,0
1:45:40 PM,0,0,0,0,0,0
2:25:03 PM,1,54,-31.61,0.1,0.9026,0.003
2:36:13 PM,2,49,-30.87,0.1,1.0082,0.0033
2:43:07 PM,3,50,-30.49,0.1,1.033,0.0032
2:46:40 PM,4,56,-29.21,0.1,1.041,0.0054
2:51:50 PM,5,89,-28.14,0.1,1.0562,0.0044
3:22:59 PM,6,72,-27.2,0.1,1.049,0.0035
