date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
1:46:33 PM,-1,0,0,0,0,0
2:11:59 PM,0,0,0,0,0,0
2:33:40 PM,1,52.631,-29.24,0.1,0.5729,0.0028
3:00:17 PM,2,284.512,-24.83,0.1,0.5025,0.0012
3:05:16 PM,3,76.39,-24.43,0.1,0.4738,0.0033
3:19:15 PM,4,315.451,-22.4,0.1,0.4805,0.0011
3:24:39 PM,5,152.988,-22.16,0.1,0.4832,0.0016
3:47:04 PM,6,257.599,-22.03,0.1,0.4837,0.0012
