date_time,fraction,Tf,ug_frac,ug_sum,d13C,d13C_std,Fm,Fm_std
12:00:00 PM,-1,58.2718,0,0,0,0,0,0
12:00:01 PM,0,58.311274,0,0,0,0,0,0
1:08:24 PM,1,357,152.527,152.527,-25.83,0.1,0.2957,0.0019
1:19:50 PM,2,413,160.934,313.461,-22.56,0.1,0.261,0.002
1:34:05 PM,3,484,254.612,568.073,-20.41,0.1,0.225,0.0012
1:47:59 PM,4,553,306.255,874.328,-18.24,0.1,0.1745,0.001
2:54:31 PM,5,887,440.767,1315.095,-12.19,0.1,0.0759,0.0008
