date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
9:40:10 AM,-1,0,0,0,0,0
10:03:42 AM,0,0,0,0,0,0
10:31:36 AM,1,95.76,-35.1,0.1,0.9128,0.0039
10:40:57 AM,2,97.56,-32.79,0.1,0.964,0.0028
11:01:59 AM,3,111.96,-31.93,0.1,0.9293,0.0027
11:34:25 AM,4,39.48,-31.49,0.1,0.8211,0.0041
