date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
10:05:07 AM,-1,0,0,0,0,0
10:14:28 AM,0,0,0,0,0,0
11:02:23 AM,1,50.049976,-31.64,0.1,0.6065,0.0026
11:24:22 AM,2,160.474788,-26.29,0.1,0.6074,0.0021
11:29:55 AM,3,50.127727,-25.94,0.1,0.6034,0.0046
11:35:58 AM,4,61.4592,-23.62,0.1,0.6165,0.0023
11:42:44 AM,5,81.000736,-23.26,0.1,0.6218,0.002
12:15:10 PM,6,113.352626,-22.26,0.1,0.6288,0.0018
