date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
4:59:14 PM,-1,0,0,0,0,0
5:06:24 PM,0,0,0,0,0,0
5:37:21 PM,1,102.48,,,0.8286,0.0021
5:46:37 PM,2,129.12,,,0.8455,0.0024
5:57:30 PM,3,102.84,,,0.755,0.0023
6:17:15 PM,4,87.36,,,0.5913,0.0021
6:49:07 PM,5,39.96,,,0.3894,0.0034
