date_time,fraction,Tf,ug_frac,ug_sum,d13C,d13C_std,Fm,Fm_std
9:26:54 AM,-1,67.301037,0,0,0,0,0,0
9:26:55 AM,0,67.258291,0,0,0,0,0,0
10:14:04 AM,1,341,240.2,240.2,-26.95,0.1,0.8587,0.0049
10:26:54 AM,2,407,217.381,457.581,-24.81,0.1,0.8339,0.0061
10:37:23 AM,3,460,219.783,677.364,-24.28,0.1,0.7879,0.0058
10:49:43 AM,4,520,235.396,912.76,-25.27,0.1,0.76,0.0056
11:55:45 AM,5,852,291.1224,1203.8824,-26.06,0.1,0.7047,0.0035
