date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
10:17:21 AM,-1,0,0,0,0,0
10:57:29 AM,0,0,0,0,0,0
11:36:06 AM,1,446.43,-27.21,0.1,0.7925,0.0018
11:51:23 AM,2,651.94,-27.31,0.1,0.7737,0.0019
12:04:58 PM,3,824,-27.86,0.1,0.7604,0.0019
12:20:44 PM,4,721.76,-27.61,0.1,0.7428,0.0025
12:54:14 PM,5,207.74,-27.83,0.1,0.6522,0.0015
