date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
12:37:33 PM,-1,0,0,0,0,0
12:37:34 PM,0,0,0,0,0,0
12:56:15 PM,1,54.10504067,-28.54,0.1,0.5632,0.0026
1:19:27 PM,2,311.4427407,-24.77,0.1,0.5409,0.0018
1:26:40 PM,3,162.7067911,-24.77,0.1,0.4936,0.0015
1:42:44 PM,4,457.7837142,-23,0.1,0.5035,0.0016
1:48:48 PM,5,309.1869971,-22.6,0.1,0.5116,0.0015
2:16:53 PM,6,480.2615513,-22,0.1,0.5129,0.0018
