date_time,fraction,Tf,ug_frac,ug_sum,d13C,d13C_std,Fm,Fm_std
12:00:00 PM,-1,49.459793,0,0,0,0,0,0
12:00:01 PM,0,49.465339,0,0,0,0,0,0
12:59:04 PM,1,320,462,462,,,0.542278484,0.004387913
1:15:17 PM,2,400,906,1368,,,0.512225452,0.003060727
1:31:18 PM,2,480,694,2062,,,0.43482369,0.003139521
1:49:19 PM,3,570,844,2906,,,0.261755067,0.002476458
2:35:17 PM,5,800,322,3228,,,0.175223929,0.005016993
