date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
12:47:56 PM,-1,0,0,0,0,0
1:00:04 PM,0,0,0,0,0,0
1:26:09 PM,1,124.56,,,0.919191259,0.01
1:35:08 PM,2,169.08,,,0.8692,0.0025
1:45:31 PM,3,128.04,,,0.7972,0.0027
2:00:37 PM,4,95.64,,,0.6798,0.0026
2:37:59 PM,5,77.88,,,0.4647,0.0025
