date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
3:21:04 PM,-1,0,0,0,0,0
3:34:35 PM,0,0,0,0,0,0
4:10:21 PM,1,183.96,-32.06,0.1,0.8146,0.0021
4:30:46 PM,2,215.52,-29.52,0.1,0.7343,0.0022
4:43:14 PM,3,39.48,-28.43,0.1,0.5792,0.0031
5:34:27 PM,4,76.2,-28.67,0.1,0.3591,0.0027
