date_time,fraction,Tf,ug_frac,ug_sum,d13C,d13C_std,Fm,Fm_std
12:00:00 PM,-1,63.632442,0,0,0,0,0,0
12:00:01 PM,0,63.660218,0,0,0,0,0,0
12:58:32 PM,1,320,512,512,,,0.383259128,0.003626004
1:14:45 PM,2,400,802,1314,,,0.337137294,0.004742501
1:30:48 PM,2,480,935,2249,,,0.262146379,0.002349625
1:48:47 PM,3,570,688,2937,,,0.19631508,0.002688243
2:33:32 PM,5,800,292,3229,,,0.104397,0.005640271
