date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
3:16:44 PM,-1,0,0,0,0,0
3:42:49 PM,0,0,0,0,0,0
4:21:41 PM,1,535.86,-25.73,0.1,0.2786,0.001
4:28:07 PM,2,431.48,-25.9,0.1,0.2807,0.0014
4:36:54 PM,3,634.16,-26.03,0.1,0.2805,0.0009
4:48:22 PM,4,657.69,-26.24,0.1,0.2838,0.0009
5:42:51 PM,5,754.39,-27.56,0.1,0.2855,0.001
