date_time,fraction,Tf,ug_frac,ug_sum,d13C,d13C_std,Fm,Fm_std
10:17:55 AM,-1,25.245457,0,0,0,0,0,0
10:17:56 AM,0,25.312973,0,0,0,0,0,0
11:16:35 AM,1,312,154.929,154.929,-28.9,0.1,0.152,0.001
11:23:28 AM,2,347,180.15,335.079,-28.9,0.1,0.154,0.001
11:28:56 AM,3,375,235.396,570.475,-29.2,0.1,0.143,0.001
11:35:42 AM,4,409,157.331,727.806,-28.3,0.1,0.136,0.001
11:41:48 AM,5,440,115.296,843.102,-28.8,0.1,0.133,0.001
1:32:57 PM,6,1000,207.773,1050.875,-28.5,0.1,0.169,0.001
