date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
10:24:44 AM,-1,0,0,0,0,0
10:24:45 AM,0,0,0,0,0,0
10:48:28 AM,1,54.108435,-30.36,0.1,0.6628,0.0027
11:25:42 AM,2,354.659405,-24.72,0.1,0.7054,0.0017
11:30:20 AM,3,51.849461,-22.97,0.1,0.6885,0.0039
11:37:16 AM,4,83.118084,-22.6,0.1,0.6923,0.0025
11:44:06 AM,5,212.300108,-22.05,0.1,0.6952,0.0019
12:33:50 PM,6,221.838522,-22.35,0.1,0.7097,0.0019
