date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
4:33:59 PM,-1,0,0,0,0,0
4:45:32 PM,0,0,0,0,0,0
5:10:29 PM,1,142.92,,,0.9341,0.0042
5:18:25 PM,2,150.96,,,0.8723,0.0034
5:27:54 PM,3,142.2,,,0.815,0.0023
5:46:24 PM,4,125.64,,,0.689529738,0.01
6:23:08 PM,5,76.56,,,0.4429,0.0025
