date_time,fraction,Tf,ug_frac,ug_sum,d13C,d13C_std,Fm,Fm_std
12:00:00 PM,-1,42.656707,0,0,0,0,0,0
12:00:01 PM,0,42.774845,0,0,0,0,0,0
12:59:45 PM,1,320,219.783,219.783,-28,0.1,0.3676,0.0013
1:14:50 PM,2,395,229.391,449.174,-28.07,0.1,0.394,0.0014
1:27:03 PM,3,455.6,254.612,703.786,-26.95,0.1,0.3509,0.0014
1:38:15 PM,4,512,321.868,1025.654,-26.5,0.1,0.1352,0.0011
3:06:02 PM,5,952,353.094,1378.748,-25.41,0.1,0.1097,0.0011
