date_time,fraction,Tf,ug_frac,ug_sum,d13C,d13C_std,Fm,Fm_std
2:51:46 PM,-1,72.960155,0,0,0,0,0,0
2:51:47 PM,0,73.472311,0,0,0,0,0,0
3:26:31 PM,1,270,74.4,74.4,-27.31,0.1,0.9021,0.0054
3:37:01 PM,2,330,156,230.4,-26.16,0.1,0.8495,0.0039
3:49:01 PM,3,390,242.4,472.8,-25.07,0.1,0.7641,0.0042
4:03:02 PM,4,460,160.8,633.6,-25.93,0.1,0.7128,0.0063
5:37:54 PM,5,926.685604,104,737.6,-26.57,0.1,0.4605,0.003
