date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std
10:06:24 AM,-1,0,0,0,0,0
10:08:05 AM,0,0,0,0,0,0
10:42:32 AM,1,56,-25.45,0.1,0.5059,0.0028
10:56:50 AM,2,55,-24.31,0.1,0.4791,0.0032
11:06:30 AM,3,55,-23.09,0.1,0.4854,0.0026
11:11:57 AM,4,55,-21.85,0.1,0.5037,0.0027
11:19:18 AM,5,57,-21.35,0.1,0.5130,0.0027
11:41:36 AM,6,57,-21.1,0.1,0.5120,0.0029
